Time	MsgType	Sender	Target	ClOrdID	Side	Exchange	Symbol	Account	OrderQty	Price	OrdStatus	ExecID	AvgPx	CumQty	LeavesQty	LastPx	LastQty
15:40:45	8	KSFMQ	CYHFMQ	yh174	1	sfe	al1110	4009	1	278.1000	2	1-yh174	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh175	1	sfe	al1110	4009	1	278.1000	2	1-yh175	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh176	1	sfe	al1110	4009	1	278.1000	2	1-yh176	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh177	1	sfe	al1110	4009	1	278.1000	2	1-yh177	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh178	1	sfe	al1110	4009	1	278.1000	2	1-yh178	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh179	1	sfe	al1110	4009	1	278.1000	2	1-yh179	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh180	1	sfe	al1110	4009	1	278.1000	2	1-yh180	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh181	1	sfe	al1110	4009	1	278.1000	2	1-yh181	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh182	1	sfe	al1110	4009	1	278.1000	2	1-yh182	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh183	1	sfe	al1110	4009	1	278.1000	2	1-yh183	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh184	1	sfe	al1110	4009	1	278.1000	2	1-yh184	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh185	1	sfe	al1110	4009	1	278.1000	2	1-yh185	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh186	1	sfe	al1110	4009	1	278.1000	2	1-yh186	278.1000	1	0	278.1000	1
15:40:46	8	KSFMQ	CYHFMQ	yh187	1	sfe	al1110	4009	1	278.1000	2	1-yh187	278.1000	1	0	278.1000	1
